"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","ZIhurdle_freshInt_effect","ZIhurdle_freshInt_se","ZIhurdle_freshInt_pvalue","ZIhurdle_pastInt_effect","ZIhurdle_pastInt_se","ZIhurdle_pastInt_pvalue","ZIhurdle_phaseEffect","ZIhurdle_genderEffect","ZIhurdle_ageEffect","ZIhurdle_bmiEffect","logit_enoughObservationsAbove10TPMforEstimation","logit_modelDeviance","logit_tpmThreshold","logit_freshInt_effect","logit_freshInt_se","logit_freshInt_pvalue","logit_pastInt_effect","logit_pastInt_se","logit_pastInt_pvalue","logit_phaseEffect","logit_genderEffect","logit_ageEffect","logit_bmiEffect","freshInt_pvalue_correct","pastInt_pvalue_correct","ZIhurdle_freshInt_pvalue_correct","ZIhurdle_pastInt_pvalue_correct","logit_freshInt_pvalue_correct","logit_pastInt_pvalue_correct"
NA,"K07172",0,0.5151,0.6836,16.5835,10.2874,165.82,"Gaussian",0.8154,NA,-0.027,1.3497,0.9841,-1.3202,1.3469,0.3279,-0.2871,7.8784,-0.0303,1.2371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4624,10.2874,0.0735,0.3329,0.8253,-0.137,0.334,0.6818,0.0838,1.1387,1e-04,0.0561,0.9913,0.7325,NA,NA,0.9997,NA
NA,"K07173",0,1,27.6888,152.5033,155.259,212.91,"Gaussian",0.6596,NA,-3.2702,2.3939,0.1731,-4.7794,2.3893,0.0465,2.7137,-7.5993,-0.2881,1.7488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5515,155.259,0.3365,0.3681,0.3606,-0.0417,0.3648,0.9089,-0.2986,-0.8588,-0.0154,0.1679,0.6336,0.3971,NA,NA,0.9994,NA
NA,"K07175",0,0.9217,2.4757,18.8523,18.425,38.9934,"Gaussian",0.6326,NA,0.2984,0.6105,0.6254,-0.8889,0.6093,0.1458,0.2646,0.127,-0.0248,0.2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4198,18.425,0.3628,0.3237,0.2623,-0.1566,0.3204,0.625,0.3162,0.0237,-0.019,0.1312,0.8478,0.5968,NA,NA,0.9994,NA
NA,"K07177",0,0.5211,0.158,13.3862,10.359,73.4869,"log-Gaussian",0.6853,NA,-0.0653,0.0656,0.3206,-0.1245,0.0655,0.0584,0.0735,0.0341,-0.0027,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3985,10.359,-0.0142,0.3164,0.9641,-0.1891,0.3151,0.5484,0.3377,-0.0329,0.0016,0.1103,0.7285,0.4374,NA,NA,0.9997,NA
NA,"K07181",0.003,0.1867,0,6.5636,4.5578,53.3766,"log-Gaussian",0.5711,NA,-0.0061,0.0782,0.9375,0.0457,0.0781,0.5587,0.0747,-0.1547,0.0081,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3951,10,0.3636,0.3887,0.3496,0.4545,0.3855,0.2384,0.3216,-0.5029,0.0171,0.012,0.9786,0.8252,NA,NA,0.9994,NA
NA,"K07192",0,1,11.8169,45.6263,43.9136,115.628,"log-Gaussian",0.6735,NA,-0.0142,0.0311,0.6484,-0.0589,0.0311,0.059,0.0432,-0.0275,0.0038,-0.0187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4832,43.9136,-0.4738,0.3417,0.1655,-0.8233,0.3436,0.0166,-0.0248,-0.3426,0.022,-0.2147,0.8568,0.4393,NA,NA,0.9994,NA
NA,"K07213",0,0.997,3.452,46.2791,43.3629,157.182,"Gaussian",0.8058,NA,-1.3046,1.26,0.3015,0.8809,1.2574,0.4842,0.5649,-5.5213,-0.0956,0.4043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4885,43.3629,-0.0899,0.3427,0.7931,0.3683,0.3429,0.2828,0.3587,-0.6233,-0.0034,0.0633,0.7199,0.7961,NA,NA,0.9997,NA
NA,"K07216",0,0.3434,0.3064,9.5204,7.7401,51.3627,"log-Gaussian",0.5783,NA,-0.0988,0.0673,0.1431,0.0178,0.0671,0.7907,0.0083,-0.0982,0.0014,-0.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3968,10,0.3145,0.3289,0.3389,0.5369,0.3276,0.1013,0.3138,0.0484,-5e-04,-0.0089,0.593,0.9229,NA,NA,0.9994,NA
NA,"K07220",0,0.9578,5.1246,25.811,23.5253,107.277,"log-Gaussian",0.6551,NA,0.0121,0.0403,0.7639,-0.0589,0.0402,0.1441,0.0024,0.1118,0.0029,0.0088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5342,23.5253,-0.093,0.3554,0.7936,-0.7249,0.3627,0.0457,0.1525,0.8684,0.0278,0.016,0.9127,0.5941,NA,NA,0.9997,NA
NA,"K07221",0,0.7831,0.729,27.2369,21.5196,140.366,"log-Gaussian",0.5119,NA,0.0458,0.0873,0.6004,-0.0346,0.0871,0.6913,-0.0486,-0.0269,-6e-04,-0.0456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2928,21.5196,0.3908,0.2949,0.1852,0.1145,0.2936,0.6966,-0.1047,-0.076,-0.004,-0.0641,0.8348,0.8798,NA,NA,0.9994,NA
NA,"K07230",0.003,0.4759,0,13.0411,9.2873,77.9415,"log-Gaussian",0.7442,NA,-0.1369,0.0712,0.0558,-0.1018,0.0711,0.1536,0.0708,-0.0914,-0.0119,0.0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.512,10,-0.5964,0.3542,0.0923,-0.0668,0.3485,0.8481,0.3355,-0.6059,-0.0303,0.1494,0.4293,0.6076,NA,NA,0.9994,NA
NA,"K07238",0,1,51.6487,176.6508,174.272,316.016,"Gaussian",0.7167,NA,-2.8325,3.1215,0.365,0.2023,3.1154,0.9483,1.6097,15.1378,0.9917,-0.5209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5203,174.272,-0.0314,0.3542,0.9294,0.121,0.3546,0.7329,0.2553,0.9409,0.0601,-0.0763,0.751,0.981,NA,NA,0.9997,NA
NA,"K07240",0,1,97.5431,296.0238,294.4695,467.996,"Gaussian",0.6522,NA,-3.5073,5.1899,0.4998,-3.257,5.18,0.5301,3.4023,-10.6602,0.9424,-0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4661,294.4695,-0.0423,0.3355,0.8997,-0.1739,0.336,0.6048,-0.0886,-0.2232,0.038,0.0097,0.8031,0.8138,NA,NA,0.9997,NA
NA,"K07243",0,0.491,0.2634,13.5093,9.7808,69.3831,"log-Gaussian",0.705,NA,-0.1039,0.0694,0.1354,-0.1588,0.0692,0.0226,0.0682,-0.0101,-0.0108,0.0538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4666,10,-0.4367,0.3378,0.1961,-0.2695,0.3346,0.4206,0.513,-0.3613,-0.0249,0.194,0.5816,0.3149,NA,NA,0.9994,NA
NA,"K07251",0,0.3675,0.9618,9.6458,7.9222,63.5507,"log-Gaussian",0.7771,NA,-0.1128,0.0436,0.0101,-0.1509,0.0435,6e-04,0.0539,-0.0565,-0.0089,0.0276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6186,10,-0.2398,0.4005,0.5494,-0.9282,0.4183,0.0265,0.8337,-0.8205,-0.0419,0.0692,0.2399,0.0872,NA,NA,0.9994,NA
NA,"K07258",0,1,127.852,438.8816,447.713,574.636,"Gaussian",0.5288,NA,-6.0349,6.4793,0.3525,-1.3255,6.4679,0.8378,9.2915,-8.6981,0.5851,0.5139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3799,447.713,-0.1329,0.3118,0.6699,-0.3439,0.3121,0.2705,0.1127,-0.395,0.0102,0.0307,0.7455,0.9383,NA,NA,0.9994,NA
NA,"K07259",0,0.8193,0.4083,21.2542,19.0526,74.5953,"log-Gaussian",0.6343,NA,0.0421,0.0596,0.4801,-0.104,0.0594,0.0815,0.0109,-0.0734,-0.0098,0.0335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3911,19.0526,-0.0303,0.3158,0.9236,-0.361,0.3152,0.2521,0.0608,-0.2299,-0.0351,0.065,0.7956,0.4905,NA,NA,0.9997,NA
